Player,PlayerID,F-M,F-A,F%,IS-M,IS-A,IS%,MR-M,MR-A,MR%,3P-M,3P-A,3P%,DR-M,DR-A,DR%
Hurst,198013,0,0,0.00,112,202,0.55,13,33,0.39,6,16,0.38,2,3,0.67
Hubbard,190190,1,1,1.00,172,312,0.55,16,38,0.42,5,20,0.25,5,12,0.42
Brown,193236,39,53,0.74,17,26,0.65,34,102,0.33,36,103,0.35,68,163,0.42
Cronin,190524,74,119,0.62,14,27,0.52,82,256,0.32,2,12,0.17,369,755,0.49
Hamilton,196851,4,7,0.57,34,71,0.48,23,51,0.45,21,71,0.30,19,37,0.51
Puglisi,189288,0,1,0.00,8,21,0.38,0,0,0.00,0,1,0.00,1,1,1.00
Fleming,187969,3,4,0.75,22,40,0.55,19,45,0.42,24,74,0.32,5,15,0.33
Crawford,184053,2,2,1.00,2,2,1.00,2,8,0.25,1,3,0.33,7,13,0.54
Gibbs,216210,4,8,0.50,5,10,0.50,14,27,0.52,12,31,0.39,2,6,0.33
Chol,215450,1,1,1.00,3,3,1.00,1,4,0.25,2,6,0.33,0,2,0.00
Findley,198985,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
Campbell,188201,26,48,0.54,430,757,0.57,166,324,0.51,254,615,0.41,154,331,0.47
Bolton,193470,3,4,0.75,157,283,0.55,20,42,0.48,7,45,0.16,11,23,0.48
Campbell,200416,26,48,0.54,430,757,0.57,166,324,0.51,254,615,0.41,154,331,0.47
Baird,190665,28,35,0.80,17,28,0.61,29,78,0.37,28,67,0.42,54,125,0.43
Kaneko,199830,32,43,0.74,14,19,0.74,45,127,0.35,61,149,0.41,101,231,0.44
Knapp,186148,16,20,0.80,5,9,0.56,17,35,0.49,17,45,0.38,27,68,0.40
Ndoye,204354,0,1,0.00,40,75,0.53,8,18,0.44,1,10,0.10,2,4,0.50
Reed,196136,2,4,0.50,95,161,0.59,2,10,0.20,1,1,1.00,4,12,0.33
O`Conner,195070,5,9,0.56,2,4,0.50,3,7,0.43,12,30,0.40,4,8,0.50
Dunn,191591,8,10,0.80,10,19,0.53,17,34,0.50,18,55,0.33,13,31,0.42
Lehmann,199293,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
Tapia,189289,0,0,0.00,0,0,0.00,0,0,0.00,1,1,1.00,0,1,0.00
Montanari,189446,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
Nikolov,204514,0,0,0.00,12,22,0.55,8,13,0.62,8,28,0.29,2,6,0.33
Ferris,188351,16,31,0.52,104,178,0.58,16,33,0.48,8,24,0.33,82,158,0.52
Reyes,197619,5,10,0.50,142,234,0.61,5,32,0.16,6,14,0.43,31,57,0.54
Richardson,203402,34,41,0.83,25,37,0.68,42,100,0.42,38,123,0.31,67,120,0.56
Tillman,190614,64,99,0.65,23,42,0.55,75,159,0.47,128,313,0.41,277,528,0.52
Horvath,187793,7,8,0.88,60,110,0.55,5,16,0.31,6,11,0.55,25,43,0.58
McGee,187781,15,17,0.88,3,14,0.21,10,27,0.37,21,61,0.34,13,29,0.45
Majors,187737,1,2,0.50,15,25,0.60,17,34,0.50,25,67,0.37,0,5,0.00
Sanford,193711,0,0,0.00,0,2,0.00,2,2,1.00,3,11,0.27,0,1,0.00
Forrest,197447,0,1,0.00,4,5,0.80,0,1,0.00,0,0,0.00,2,4,0.50
Bush,188523,28,37,0.76,47,108,0.44,93,203,0.46,2,5,0.40,88,175,0.50
Lawrence,190011,6,7,0.86,59,88,0.67,28,57,0.49,70,194,0.36,9,18,0.50
Krause,191080,3,3,1.00,102,186,0.55,24,53,0.45,16,46,0.35,8,12,0.67
Davidson,193441,0,0,0.00,75,125,0.60,3,10,0.30,4,12,0.33,6,10,0.60
Cohen,190326,34,43,0.79,41,68,0.60,66,154,0.43,110,328,0.34,39,98,0.40
McConnell,183856,53,81,0.65,18,43,0.42,52,130,0.40,107,334,0.32,177,386,0.46
Dudley,187647,8,13,0.62,7,16,0.44,13,34,0.38,21,63,0.33,15,25,0.60
McFarland,205069,0,0,0.00,30,46,0.65,2,8,0.25,1,4,0.25,2,4,0.50
Cady,203679,9,9,1.00,5,13,0.38,9,14,0.64,11,28,0.39,13,26,0.50
Harvey,201524,0,0,0.00,2,7,0.29,1,5,0.20,4,12,0.33,1,1,1.00
Rice,201822,0,1,0.00,2,5,0.40,1,5,0.20,4,13,0.31,2,4,0.50
Kowalczyk,194064,1,1,1.00,121,197,0.61,8,21,0.38,11,24,0.46,1,8,0.12
Curran,200881,0,1,0.00,12,32,0.38,0,3,0.00,1,4,0.25,4,7,0.57
Aiello,199115,0,0,0.00,8,13,0.62,4,13,0.31,11,35,0.31,1,4,0.25
Babcock,198812,2,3,0.67,3,6,0.50,5,14,0.36,12,35,0.34,4,12,0.33
Copeland,197133,1,1,1.00,0,2,0.00,0,1,0.00,2,4,0.50,0,0,0.00
Yang,188152,18,26,0.69,50,102,0.49,43,118,0.36,56,144,0.39,48,124,0.39
Penny,186296,7,10,0.70,223,361,0.62,18,33,0.55,18,57,0.32,35,65,0.54
Marr,195192,0,1,0.00,208,366,0.57,7,16,0.44,0,0,0.00,9,20,0.45
West,183951,39,47,0.83,11,22,0.50,35,79,0.44,32,103,0.31,89,169,0.53
Sowell,189231,19,26,0.73,7,16,0.44,22,55,0.40,21,71,0.30,27,57,0.47
Vasquez,189263,1,1,1.00,4,5,0.80,3,13,0.23,5,16,0.31,4,6,0.67
McCracken,184477,21,25,0.84,106,176,0.60,49,108,0.45,67,184,0.36,36,90,0.40
Burnett,203251,21,27,0.78,10,21,0.48,23,60,0.38,42,128,0.33,7,27,0.26
Suggs,199892,0,0,0.00,16,41,0.39,2,6,0.33,1,3,0.33,0,4,0.00
Beals,194942,1,1,1.00,3,3,1.00,1,2,0.50,1,5,0.20,1,2,0.50
Villarreal,192624,0,0,0.00,0,1,0.00,0,0,0.00,0,0,0.00,0,0,0.00
Thompson,201250,2,3,0.67,44,106,0.42,54,119,0.45,126,318,0.40,3,15,0.20
Staley,196648,3,4,0.75,119,267,0.45,19,43,0.44,11,41,0.27,10,18,0.56
Andersen,202155,0,0,0.00,35,61,0.57,9,19,0.47,0,2,0.00,5,8,0.62
Wise,201093,26,33,0.79,27,54,0.50,60,129,0.47,48,136,0.35,30,66,0.45
Reiter,193573,51,72,0.71,27,51,0.53,74,191,0.39,15,40,0.38,196,397,0.49
Jefferson,193660,8,10,0.80,41,65,0.63,9,24,0.38,22,61,0.36,20,39,0.51
Bergeron,204529,17,24,0.71,4,7,0.57,13,43,0.30,23,71,0.32,29,53,0.55
Hartley,199657,1,2,0.50,5,6,0.83,6,10,0.60,7,19,0.37,1,2,0.50
Beattie,194198,2,3,0.67,28,45,0.62,0,1,0.00,1,2,0.50,8,11,0.73
Sisk,194828,0,0,0.00,0,1,0.00,0,0,0.00,0,0,0.00,0,0,0.00
Daley,205497,0,0,0.00,3,4,0.75,2,4,0.50,0,1,0.00,0,0,0.00
Lenz,193549,7,7,1.00,24,53,0.45,51,119,0.43,66,219,0.30,9,23,0.39
Childers,184404,3,3,1.00,114,224,0.51,15,33,0.45,19,46,0.41,26,53,0.49
Hennessy,193790,9,19,0.47,196,356,0.55,9,25,0.36,1,1,1.00,40,92,0.43
Dunn,202784,15,19,0.79,14,26,0.54,35,64,0.55,39,121,0.32,14,40,0.35
Schuster,188083,27,39,0.69,61,102,0.60,127,253,0.50,10,21,0.48,106,224,0.47
Michael,185040,1,2,0.50,5,15,0.33,7,24,0.29,11,49,0.22,15,42,0.36
Denney,204417,22,29,0.76,12,25,0.48,23,52,0.44,32,112,0.29,14,27,0.52
Campbell,204375,2,2,1.00,1,5,0.20,4,9,0.44,4,16,0.25,1,3,0.33
Wilkerson,199167,0,0,0.00,101,176,0.57,4,8,0.50,0,0,0.00,0,2,0.00
Garrett,199880,0,0,0.00,12,17,0.71,1,3,0.33,1,1,1.00,0,2,0.00
Seal,205729,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
Renfro,197899,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
Byrnes,185335,23,44,0.52,19,55,0.35,55,118,0.47,66,168,0.39,95,186,0.51
Silva,188755,7,16,0.44,89,170,0.52,7,20,0.35,3,17,0.18,58,117,0.50
Maples,187576,10,20,0.50,272,442,0.62,17,25,0.68,1,2,0.50,36,78,0.46
Norris,184104,65,89,0.73,40,65,0.62,62,158,0.39,3,8,0.38,149,272,0.55
Mathews,186013,48,74,0.65,21,31,0.68,75,166,0.45,114,338,0.34,163,355,0.46
Hurtado,192079,15,18,0.83,24,52,0.46,29,55,0.53,23,67,0.34,14,40,0.35
Garrett,191282,15,15,1.00,6,14,0.43,9,23,0.39,12,40,0.30,8,19,0.42
Morrissey,200123,1,1,1.00,5,16,0.31,3,6,0.50,8,22,0.36,2,2,1.00
Fitzpatrick,184739,3,5,0.60,3,4,0.75,1,3,0.33,1,5,0.20,3,4,0.75
Nielsen,201654,0,0,0.00,21,47,0.45,3,6,0.50,5,8,0.62,2,5,0.40
Murphy,195542,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
Glazer,194815,10,13,0.77,76,134,0.57,45,98,0.46,61,178,0.34,38,68,0.56
Patterson,190029,2,2,1.00,47,80,0.59,9,16,0.56,0,5,0.00,9,17,0.53
McLeon,194865,6,12,0.50,204,346,0.59,19,44,0.43,16,46,0.35,35,77,0.45
Warren,205530,26,34,0.76,32,63,0.51,37,82,0.45,132,372,0.35,11,25,0.44
Roach,191583,31,52,0.60,16,39,0.41,53,125,0.42,113,362,0.31,83,170,0.49
Barnes,189451,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
Paquette,203835,4,4,1.00,3,5,0.60,6,9,0.67,3,22,0.14,3,3,1.00
Lucia,199345,0,2,0.00,10,17,0.59,2,8,0.25,5,17,0.29,2,6,0.33
Chavez,192854,0,0,0.00,0,1,0.00,5,7,0.71,3,6,0.50,0,0,0.00
Welch,188487,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
Dorsey,196640,12,16,0.75,8,12,0.67,13,39,0.33,32,81,0.40,22,59,0.37
Gamboa,198799,2,4,0.50,18,36,0.50,11,33,0.33,29,75,0.39,6,12,0.50
Morris,195417,0,1,0.00,2,2,1.00,0,0,0.00,1,2,0.50,1,2,0.50
Bradley,195240,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
Vickers,185240,47,56,0.84,43,83,0.52,50,106,0.47,47,118,0.40,106,212,0.50
Louis,196685,15,23,0.65,199,322,0.62,27,45,0.60,0,1,0.00,51,100,0.51
Power,191116,0,0,0.00,204,344,0.59,4,6,0.67,0,0,0.00,3,11,0.27
Godwin,192452,44,61,0.72,14,27,0.52,31,75,0.41,110,256,0.43,86,187,0.46
Henderson,185881,52,77,0.68,12,26,0.46,54,114,0.47,120,301,0.40,114,285,0.40
Story,193677,0,0,0.00,12,20,0.60,2,4,0.50,1,5,0.20,0,0,0.00
Araujo,192569,32,43,0.74,36,56,0.64,49,89,0.55,64,251,0.25,24,42,0.57
Davidson,186225,2,2,1.00,85,152,0.56,22,63,0.35,28,69,0.41,7,14,0.50
Andrews,199211,0,1,0.00,59,102,0.58,2,5,0.40,4,10,0.40,1,2,0.50
Eads,197603,4,6,0.67,1,1,1.00,6,16,0.38,16,35,0.46,0,7,0.00
Lynch,197847,2,2,1.00,5,9,0.56,4,11,0.36,6,17,0.35,2,3,0.67
Kuo,204239,0,0,0.00,1,1,1.00,3,5,0.60,2,7,0.29,2,4,0.50
Renner,202931,2,3,0.67,1,1,1.00,3,5,0.60,1,4,0.25,1,3,0.33
Canepa,203232,0,0,0.00,1,1,1.00,0,0,0.00,0,0,0.00,0,0,0.00
Ursler,198585,2,6,0.33,60,117,0.51,11,19,0.58,10,21,0.48,11,27,0.41
Miles,190784,10,12,0.83,102,182,0.56,42,104,0.40,75,216,0.35,21,46,0.46
Hunter,186567,4,4,1.00,198,331,0.60,6,15,0.40,0,0,0.00,10,19,0.53
Shevchenko,198706,32,44,0.73,40,63,0.63,50,115,0.43,71,212,0.33,77,172,0.45
Bledsoe,187241,27,36,0.75,13,18,0.72,47,111,0.42,76,207,0.37,70,177,0.40
Browning,191962,2,3,0.67,125,216,0.58,9,13,0.69,0,0,0.00,7,11,0.64
O`Neil,191817,0,1,0.00,28,49,0.57,11,23,0.48,5,22,0.23,1,7,0.14
Fitzsimmons,191685,4,6,0.67,13,19,0.68,9,17,0.53,11,36,0.31,20,37,0.54
Bradshaw,191586,19,27,0.70,22,38,0.58,15,56,0.27,54,135,0.40,47,103,0.46
Yates,196625,10,14,0.71,12,20,0.60,18,46,0.39,41,103,0.40,31,82,0.38
Lauretti,193551,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
Pruitt,196605,13,15,0.87,68,118,0.58,33,72,0.46,55,148,0.37,7,15,0.47
Chappell,188339,3,4,0.75,63,124,0.51,13,30,0.43,21,65,0.32,10,22,0.45
Hanson,184685,0,0,0.00,180,317,0.57,3,11,0.27,0,1,0.00,2,7,0.29
Bridges,184056,33,34,0.97,40,63,0.63,87,185,0.47,1,8,0.12,4,13,0.31
Munoz,190887,76,113,0.67,7,16,0.44,83,171,0.49,73,193,0.38,276,612,0.45
Lewis,195977,4,6,0.67,46,80,0.57,31,63,0.49,61,147,0.41,6,14,0.43
Black,194948,15,18,0.83,14,27,0.52,13,38,0.34,18,64,0.28,26,72,0.36
Lay,199449,7,16,0.44,63,132,0.48,11,20,0.55,3,8,0.38,36,60,0.60
Murphy,198167,16,21,0.76,5,9,0.56,24,59,0.41,29,83,0.35,41,111,0.37
Perkins,202447,2,2,1.00,0,4,0.00,0,3,0.00,4,14,0.29,2,3,0.67
Schwarz,205173,0,0,0.00,9,18,0.50,1,2,0.50,0,1,0.00,0,0,0.00
Jaramillo,205369,0,2,0.00,0,1,0.00,0,3,0.00,0,6,0.00,2,3,0.67
Starks,196241,15,22,0.68,58,120,0.48,57,133,0.43,49,157,0.31,60,120,0.50
Moore,196474,1,1,1.00,95,167,0.57,4,18,0.22,5,20,0.25,4,8,0.50
Gee,192964,2,3,0.67,195,346,0.56,11,17,0.65,2,7,0.29,9,13,0.69
Byrne,200657,33,41,0.80,24,57,0.42,59,126,0.47,90,253,0.36,23,57,0.40
Hilton,190275,65,102,0.64,5,10,0.50,52,175,0.30,37,106,0.35,298,661,0.45
Taylor,190454,5,7,0.71,7,22,0.32,9,21,0.43,17,61,0.28,12,25,0.48
Cooper,207954,1,2,0.50,49,92,0.53,11,19,0.58,0,2,0.00,7,12,0.58
Versalles,203707,24,33,0.73,9,17,0.53,34,65,0.52,45,123,0.37,48,107,0.45
Albers,193625,0,0,0.00,1,3,0.33,1,2,0.50,3,11,0.27,0,0,0.00
Lewis,201617,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
Carney,200605,0,1,0.00,0,0,0.00,0,1,0.00,1,2,0.50,1,1,1.00
Weiss,194721,1,1,1.00,42,72,0.58,2,4,0.50,0,0,0.00,1,6,0.17
Christy,193307,0,0,0.00,1,1,1.00,0,0,0.00,0,0,0.00,0,1,0.00
Koval,215970,0,0,0.00,1,2,0.50,2,5,0.40,0,2,0.00,0,4,0.00
Malone,190828,11,15,0.73,113,205,0.55,44,95,0.46,59,127,0.46,27,61,0.44
Farr,195345,2,5,0.40,69,149,0.46,10,30,0.33,8,14,0.57,10,30,0.33
Butler,198367,2,4,0.50,130,239,0.54,11,24,0.46,3,11,0.27,16,38,0.42
Mattingly,196936,9,12,0.75,8,12,0.67,13,37,0.35,19,81,0.23,10,25,0.40
Ewing,192141,34,45,0.76,8,21,0.38,36,83,0.43,88,243,0.36,51,117,0.44
Garrison,193662,0,1,0.00,2,4,0.50,6,8,0.75,3,10,0.30,1,2,0.50
Mena,189232,0,2,0.00,51,98,0.52,12,41,0.29,26,94,0.28,9,18,0.50
Hurst,201531,0,0,0.00,0,0,0.00,0,2,0.00,0,0,0.00,0,0,0.00
Gregory,195414,4,4,1.00,6,12,0.50,3,15,0.20,4,18,0.22,4,7,0.57
Vaughn,203390,21,25,0.84,22,46,0.48,41,104,0.39,75,228,0.33,14,34,0.41
Glynn,201664,0,0,0.00,1,2,0.50,0,0,0.00,0,0,0.00,0,0,0.00
McNutt,204663,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
Gardner,189501,33,38,0.87,41,88,0.47,59,143,0.41,88,302,0.29,66,144,0.46
Humphries,191603,0,3,0.00,39,90,0.43,11,29,0.38,1,5,0.20,9,15,0.60
Yates,194883,5,8,0.62,72,154,0.47,7,23,0.30,2,9,0.22,23,51,0.45
Morais,209106,13,18,0.72,12,34,0.35,36,98,0.37,51,188,0.27,16,49,0.33
McCleary,198999,4,6,0.67,0,2,0.00,3,8,0.38,5,14,0.36,14,26,0.54
Dwyer,188935,7,7,1.00,64,124,0.52,27,82,0.33,4,17,0.24,9,19,0.47
King,216194,0,1,0.00,34,60,0.57,8,28,0.29,13,60,0.22,6,11,0.55
Mason,204884,0,0,0.00,5,9,0.56,0,1,0.00,0,1,0.00,0,1,0.00
Barnhill,201475,6,10,0.60,5,9,0.56,7,31,0.23,14,39,0.36,11,25,0.44
Jones,195183,7,11,0.64,12,22,0.55,22,51,0.43,43,140,0.31,7,23,0.30
Winter,195831,0,0,0.00,2,4,0.50,1,3,0.33,3,10,0.30,1,3,0.33
Best,188441,0,0,0.00,0,0,0.00,1,2,0.50,0,1,0.00,0,0,0.00
Quantrill,193396,0,0,0.00,0,0,0.00,0,1,0.00,0,1,0.00,0,1,0.00
Cosby,190053,0,1,0.00,0,0,0.00,0,0,0.00,0,0,0.00,1,1,1.00
Bush,188419,0,0,0.00,0,0,0.00,0,0,0.00,0,4,0.00,1,1,1.00
Abel,198198,7,8,0.88,37,93,0.40,62,134,0.46,72,217,0.33,16,41,0.39
Bell,201985,3,4,0.75,67,152,0.44,11,36,0.31,5,21,0.24,17,24,0.71
McGrew,204566,0,2,0.00,123,218,0.56,6,20,0.30,2,11,0.18,5,15,0.33
Peck,200785,21,36,0.58,11,40,0.28,67,142,0.47,109,295,0.37,67,144,0.47
Pfeffer,192779,14,20,0.70,5,13,0.38,16,54,0.30,20,70,0.29,23,61,0.38
Gay,195416,27,48,0.56,10,17,0.59,29,80,0.36,14,32,0.44,126,267,0.47
Cartwright,195267,1,2,0.50,18,40,0.45,3,10,0.30,1,8,0.12,4,8,0.50
Irwin,191643,2,3,0.67,15,27,0.56,30,45,0.67,24,68,0.35,7,16,0.44
Slade,204143,5,6,0.83,3,6,0.50,1,16,0.06,6,25,0.24,2,3,0.67
Gehrig,202597,0,1,0.00,34,80,0.42,10,21,0.48,4,12,0.33,2,8,0.25
Bean,199523,0,0,0.00,1,1,1.00,1,1,1.00,1,2,0.50,0,0,0.00
Dudley,189037,0,0,0.00,0,0,0.00,0,0,0.00,1,1,1.00,0,0,0.00
Rapp,204221,0,0,0.00,2,4,0.50,0,1,0.00,0,0,0.00,0,0,0.00
Hayden,189685,2,3,0.67,46,86,0.53,28,73,0.38,3,13,0.23,8,20,0.40
Alford,201763,1,2,0.50,87,183,0.48,18,43,0.42,17,30,0.57,7,14,0.50
Taylor,196493,1,2,0.50,230,376,0.61,11,29,0.38,14,41,0.34,5,16,0.31
Mitchell,191835,22,28,0.79,24,55,0.44,66,148,0.45,104,305,0.34,24,60,0.40
Turpin,202600,17,22,0.77,10,19,0.53,16,47,0.34,30,94,0.32,17,39,0.44
Boyles,203848,2,3,0.67,27,61,0.44,10,27,0.37,10,44,0.23,11,24,0.46
Berry,203618,11,12,0.92,8,18,0.44,15,37,0.41,21,73,0.29,6,18,0.33
Porter,199924,3,4,0.75,3,7,0.43,5,14,0.36,12,47,0.26,3,6,0.50
Seay,196747,3,4,0.75,33,66,0.50,14,27,0.52,11,27,0.41,14,27,0.52
Gaines,195711,0,0,0.00,1,2,0.50,0,2,0.00,5,12,0.42,0,2,0.00
Fisher,196870,0,0,0.00,0,1,0.00,1,1,1.00,2,3,0.67,0,0,0.00
Chavez,201868,2,3,0.67,6,19,0.32,2,3,0.67,4,17,0.24,7,12,0.58
Griffin,203565,1,1,1.00,8,25,0.32,1,5,0.20,0,0,0.00,3,5,0.60
Tomasson,215114,1,1,1.00,0,1,0.00,3,7,0.43,5,13,0.38,2,7,0.29
Craft,204107,1,3,0.33,2,4,0.50,1,5,0.20,3,10,0.30,6,12,0.50
Calderon,198830,8,9,0.89,58,97,0.60,26,60,0.43,56,152,0.37,17,38,0.45
Alexander,199531,4,4,1.00,95,173,0.55,9,20,0.45,3,19,0.16,4,11,0.36
Doherty,192611,1,1,1.00,183,297,0.62,17,41,0.41,6,21,0.29,5,7,0.71
Chapman,189009,45,53,0.85,51,82,0.62,71,147,0.48,143,363,0.39,21,49,0.43
Bass,188255,60,75,0.80,32,50,0.64,37,82,0.45,115,291,0.40,109,215,0.51
Chavez,195587,0,0,0.00,49,93,0.53,21,45,0.47,20,57,0.35,3,11,0.27
Dudley,193035,32,33,0.97,15,22,0.68,29,80,0.36,3,6,0.50,18,43,0.42
Thornton,186345,3,7,0.43,93,171,0.54,19,46,0.41,8,27,0.30,19,31,0.61
Lucas,185454,4,6,0.67,13,24,0.54,14,37,0.38,12,50,0.24,21,42,0.50
Lanier,189247,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
Harrison,188404,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
McNeil,192287,5,9,0.56,18,43,0.42,16,43,0.37,43,120,0.36,13,26,0.50
Corrales,199381,0,3,0.00,59,102,0.58,16,42,0.38,22,60,0.37,13,26,0.50
Dolf,190461,6,9,0.67,112,197,0.57,4,13,0.31,0,0,0.00,25,54,0.46
Nunez,184821,18,25,0.72,61,98,0.62,41,88,0.47,104,257,0.40,27,58,0.47
Leon,184099,23,27,0.85,29,51,0.57,41,97,0.42,125,325,0.38,15,48,0.31
Vail,191852,8,9,0.89,79,160,0.49,34,93,0.37,10,40,0.25,5,16,0.31
Harding,190405,5,6,0.83,102,183,0.56,4,14,0.29,1,5,0.20,11,25,0.44
Ziegler,201115,14,16,0.88,4,8,0.50,18,45,0.40,8,26,0.31,21,57,0.37
Witherspoon,196636,30,36,0.83,10,17,0.59,19,54,0.35,20,78,0.26,39,97,0.40
Gilman,184561,18,25,0.72,51,75,0.68,37,75,0.49,86,198,0.43,53,135,0.39
Sailer,183453,4,5,0.80,178,280,0.64,27,43,0.63,20,49,0.41,11,21,0.52
Moore,192753,3,3,1.00,234,375,0.62,9,18,0.50,1,2,0.50,6,18,0.33
White,183283,46,59,0.78,18,29,0.62,29,68,0.43,77,231,0.33,51,85,0.60
Bull,188841,44,60,0.73,15,18,0.83,33,82,0.40,24,91,0.26,152,313,0.49
Freeman,198016,0,0,0.00,11,22,0.50,0,0,0.00,0,0,0.00,0,2,0.00
Conley,196801,1,1,1.00,158,258,0.61,13,20,0.65,9,22,0.41,3,6,0.50
Dunbar,196207,10,13,0.77,16,21,0.76,13,33,0.39,22,41,0.54,37,70,0.53
Wade,193661,11,14,0.79,3,4,0.75,12,19,0.63,3,15,0.20,13,35,0.37
Roby,200475,15,18,0.83,6,6,1.00,13,37,0.35,12,36,0.33,40,89,0.45
Bergen,201821,1,1,1.00,0,0,0.00,2,9,0.22,7,14,0.50,0,1,0.00
Giles,201061,0,1,0.00,2,2,1.00,0,1,0.00,1,2,0.50,0,0,0.00
Fitzpatrick,200364,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
Farrell,191567,1,1,1.00,0,0,0.00,0,1,0.00,0,0,0.00,0,0,0.00
Heaton,193411,11,14,0.79,79,142,0.56,50,109,0.46,83,204,0.41,18,46,0.39
Diggs,195012,1,3,0.33,161,272,0.59,31,74,0.42,7,34,0.21,13,22,0.59
Hawkins,187965,5,10,0.50,152,239,0.64,13,25,0.52,4,10,0.40,25,55,0.45
Bollinger,199280,40,48,0.83,26,50,0.52,35,86,0.41,66,179,0.37,22,35,0.63
Shapiro,191748,68,106,0.64,8,19,0.42,66,164,0.40,67,189,0.35,286,580,0.49
Rooney,194206,1,3,0.33,2,3,0.67,1,8,0.12,2,10,0.20,2,4,0.50
Shull,192723,1,1,1.00,5,9,0.56,7,19,0.37,11,31,0.35,0,0,0.00
Titus,188168,18,20,0.90,21,36,0.58,25,63,0.40,33,93,0.35,41,79,0.52
Burroughs,201688,0,0,0.00,34,49,0.69,2,4,0.50,2,3,0.67,3,7,0.43
Weeks,199664,0,0,0.00,4,6,0.67,3,3,1.00,4,9,0.44,1,2,0.50
Sartori,202628,0,0,0.00,0,0,0.00,1,1,1.00,0,0,0.00,0,0,0.00
Montgomery,205409,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,2,2,1.00
Masters,196700,2,3,0.67,1,2,0.50,1,4,0.25,7,25,0.28,0,0,0.00
Cline,187877,8,10,0.80,10,25,0.40,27,60,0.45,1,6,0.17,15,34,0.44
Grooms,198065,2,4,0.50,49,114,0.43,17,40,0.42,7,20,0.35,14,35,0.40
Kayembe,207778,1,1,1.00,128,239,0.54,9,28,0.32,4,13,0.31,6,16,0.38
Harder,194737,23,29,0.79,16,33,0.48,23,56,0.41,68,172,0.40,15,34,0.44
Atkinson,192123,45,63,0.71,8,21,0.38,37,108,0.34,23,99,0.23,140,312,0.45
Lindley,197523,2,5,0.40,29,52,0.56,24,59,0.41,31,88,0.35,8,14,0.57
Farina,196353,0,0,0.00,0,1,0.00,0,2,0.00,2,10,0.20,0,1,0.00
Ramos,194132,11,13,0.85,3,13,0.23,5,16,0.31,11,32,0.34,20,39,0.51
Belotti,203472,2,4,0.50,44,79,0.56,5,9,0.56,0,4,0.00,7,14,0.50
Finch,188565,5,7,0.71,12,24,0.50,10,38,0.26,21,63,0.33,10,14,0.71
Hughes,199453,0,1,0.00,0,6,0.00,2,5,0.40,5,12,0.42,2,2,1.00
Houghton,216274,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
Cole,200021,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
Meier,191019,3,5,0.60,33,71,0.46,35,79,0.44,56,156,0.36,6,20,0.30
Ramey,194027,3,4,0.75,142,240,0.59,23,45,0.51,10,31,0.32,11,19,0.58
Meyer,183735,6,8,0.75,173,275,0.63,18,35,0.51,18,36,0.50,24,40,0.60
Casey,187092,51,59,0.86,44,75,0.59,42,87,0.48,210,502,0.42,28,59,0.47
West,185433,27,41,0.66,11,18,0.61,31,76,0.41,39,134,0.29,105,224,0.47
Torrez,203125,1,1,1.00,0,0,0.00,1,1,1.00,0,0,0.00,0,0,0.00
Gillis,200279,9,12,0.75,1,4,0.25,2,11,0.18,6,12,0.50,18,35,0.51
Martin,199840,1,2,0.50,12,18,0.67,2,6,0.33,3,10,0.30,1,4,0.25
Westfall,198943,4,7,0.57,122,191,0.64,22,47,0.47,11,44,0.25,16,37,0.43
Parker,198079,3,4,0.75,51,79,0.65,12,25,0.48,13,42,0.31,7,13,0.54
Gray,191972,48,71,0.68,19,28,0.68,51,121,0.42,81,181,0.45,169,350,0.48
Mock,203870,0,0,0.00,1,1,1.00,0,0,0.00,0,1,0.00,0,0,0.00
Snow,195599,4,7,0.57,23,37,0.62,27,60,0.45,25,91,0.27,29,48,0.60
Almeida,200786,0,0,0.00,54,82,0.66,7,20,0.35,8,19,0.42,1,2,0.50
Harrison,192457,5,8,0.62,183,283,0.65,34,62,0.55,13,40,0.33,15,32,0.47
